GOLD_ID	BROAD_SCALE_LABEL	LOCAL_SCALE_LABEL	MEDIUM_LABEL	ENV_BROAD_SCALE	ENV_LOCAL_SCALE	ENV_MEDIUM	TYPE	MATCHED TERM	PREFERRED FORM	CURIE_SYNONYM_REMOVED	CURIE
Gb0181709	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181714	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181722	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181724	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181726	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181727	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181732	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181734	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181736	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181737	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181740	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0179653	terrestrial biome	dairy	soil	ENVO_00000446	ENVO_00003862	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0179654	terrestrial biome	dairy	soil	ENVO_00000446	ENVO_00003862	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0179683	terrestrial biome	feedlot	soil	ENVO_00000446	ENVO_01000627	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0179684	terrestrial biome	feedlot	soil	ENVO_00000446	ENVO_01000627	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0179685	terrestrial biome	feedlot	soil	ENVO_00000446	ENVO_01000627	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0179686	terrestrial biome	feedlot	soil	ENVO_00000446	ENVO_01000627	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0179687	terrestrial biome	feedlot	soil	ENVO_00000446	ENVO_01000627	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0181577	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181580	aquatic biome	island	sediment	ENVO_00002030	ENVO_00000098	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0181584	aquatic biome	island	sediment	ENVO_00002030	ENVO_00000098	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0181589	aquatic biome	island	sediment	ENVO_00002030	ENVO_00000098	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0181591	aquatic biome	island	sediment	ENVO_00002030	ENVO_00000098	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0181593	aquatic biome	island	sediment	ENVO_00002030	ENVO_00000098	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0181596	aquatic biome	island	sediment	ENVO_00002030	ENVO_00000098	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0181597	aquatic biome	island	sediment	ENVO_00002030	ENVO_00000098	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0181600	aquatic biome	island	sediment	ENVO_00002030	ENVO_00000098	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0181601	aquatic biome	island	sediment	ENVO_00002030	ENVO_00000098	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0179688	terrestrial biome	feedlot	soil	ENVO_00000446	ENVO_01000627	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0179715	terrestrial biome	feedlot	soil	ENVO_00000446	ENVO_01000627	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0181603	aquatic biome	island	sediment	ENVO_00002030	ENVO_00000098	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0181604	aquatic biome	island	sediment	ENVO_00002030	ENVO_00000098	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0181607	aquatic biome	island	sediment	ENVO_00002030	ENVO_00000098	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0181609	aquatic biome	island	sediment	ENVO_00002030	ENVO_00000098	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0181617	marine biome	coastal water body	coastal sea water	ENVO_00000447	ENVO_02000049	ENVO_00002150	biolink:OntologyClass	Coastal seawater	coastal sea water	ENVO_00002150	ENVO:00002150_SYNONYM
Gb0181617	marine biome	coastal water body	coastal sea water	ENVO_00000447	ENVO_02000049	ENVO_00002150	biolink:OntologyClass	coastal seawater	coastal sea water	ENVO_00002150	ENVO:00002150_SYNONYM
Gb0181622	marine biome	coastal water body	coastal sea water	ENVO_00000447	ENVO_02000049	ENVO_00002150	biolink:OntologyClass	Coastal seawater	coastal sea water	ENVO_00002150	ENVO:00002150_SYNONYM
Gb0181622	marine biome	coastal water body	coastal sea water	ENVO_00000447	ENVO_02000049	ENVO_00002150	biolink:OntologyClass	coastal seawater	coastal sea water	ENVO_00002150	ENVO:00002150_SYNONYM
Gb0179716	terrestrial biome	feedlot	soil	ENVO_00000446	ENVO_01000627	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0179717	terrestrial biome	feedlot	soil	ENVO_00000446	ENVO_01000627	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0179718	terrestrial biome	feedlot	soil	ENVO_00000446	ENVO_01000627	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0179720	terrestrial biome	feedlot	soil	ENVO_00000446	ENVO_01000627	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0179731	aquatic biome	estuary	sediment	ENVO_00002030	ENVO_00000045	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0179731	aquatic biome	estuary	sediment	ENVO_00002030	ENVO_00000045	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0179732	aquatic biome	estuary	sediment	ENVO_00002030	ENVO_00000045	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0179732	aquatic biome	estuary	sediment	ENVO_00002030	ENVO_00000045	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0179734	aquatic biome	estuary	sediment	ENVO_00002030	ENVO_00000045	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0179734	aquatic biome	estuary	sediment	ENVO_00002030	ENVO_00000045	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0179735	aquatic biome	estuary	sediment	ENVO_00002030	ENVO_00000045	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0179735	aquatic biome	estuary	sediment	ENVO_00002030	ENVO_00000045	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0179736	aquatic biome	estuary	sediment	ENVO_00002030	ENVO_00000045	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0179736	aquatic biome	estuary	sediment	ENVO_00002030	ENVO_00000045	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0181638	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181639	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181640	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181641	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181644	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181645	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181663	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181670	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181684	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181690	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181699	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181700	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181701	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181704	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181705	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181706	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181707	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181711	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0179776	marine biome	marine oxygen minimum zone	sea water	ENVO_00000447	ENVO_01000065	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0179778	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0179779	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0179780	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181712	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181717	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181718	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181719	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181728	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181729	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181731	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181742	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0179783	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0179784	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0179786	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0179788	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0179789	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0179790	marine coral reef biome	coral reef	biofilm	ENVO_01000049	ENVO_00000150	ENVO_00002034	biolink:OntologyClass	biofilm	biofilm	ENVO_00002034	ENVO:00002034
Gb0179791	marine coral reef biome	coral reef	biofilm	ENVO_01000049	ENVO_00000150	ENVO_00002034	biolink:OntologyClass	biofilm	biofilm	ENVO_00002034	ENVO:00002034
Gb0179792	marine coral reef biome	coral reef	biofilm	ENVO_01000049	ENVO_00000150	ENVO_00002034	biolink:OntologyClass	biofilm	biofilm	ENVO_00002034	ENVO:00002034
Gb0179796	marine coral reef biome	coral reef	biofilm	ENVO_01000049	ENVO_00000150	ENVO_00002034	biolink:OntologyClass	biofilm	biofilm	ENVO_00002034	ENVO:00002034
Gb0179797	marine coral reef biome	coral reef	biofilm	ENVO_01000049	ENVO_00000150	ENVO_00002034	biolink:OntologyClass	biofilm	biofilm	ENVO_00002034	ENVO:00002034
Gb0179798	marine coral reef biome	coral reef	biofilm	ENVO_01000049	ENVO_00000150	ENVO_00002034	biolink:OntologyClass	biofilm	biofilm	ENVO_00002034	ENVO:00002034
Gb0179799	marine coral reef biome	coral reef	biofilm	ENVO_01000049	ENVO_00000150	ENVO_00002034	biolink:OntologyClass	biofilm	biofilm	ENVO_00002034	ENVO:00002034
Gb0179801	marine coral reef biome	coral reef	biofilm	ENVO_01000049	ENVO_00000150	ENVO_00002034	biolink:OntologyClass	biofilm	biofilm	ENVO_00002034	ENVO:00002034
Gb0179802	marine coral reef biome	coral reef	biofilm	ENVO_01000049	ENVO_00000150	ENVO_00002034	biolink:OntologyClass	biofilm	biofilm	ENVO_00002034	ENVO:00002034
Gb0179804	marine coral reef biome	coral reef	biofilm	ENVO_01000049	ENVO_00000150	ENVO_00002034	biolink:OntologyClass	biofilm	biofilm	ENVO_00002034	ENVO:00002034
Gb0179805	marine coral reef biome	coral reef	biofilm	ENVO_01000049	ENVO_00000150	ENVO_00002034	biolink:OntologyClass	biofilm	biofilm	ENVO_00002034	ENVO:00002034
Gb0180862	marine benthic biome	marine benthic feature	marine sediment	ENVO_01000024	ENVO_01000105	ENVO_03000033	biolink:OntologyClass	Marine sediment	marine sediment	ENVO_03000033	ENVO:03000033
Gb0180863	marine benthic biome	marine benthic feature	marine sediment	ENVO_01000024	ENVO_01000105	ENVO_03000033	biolink:OntologyClass	Marine sediment	marine sediment	ENVO_03000033	ENVO:03000033
Gb0180865	marine benthic biome	marine benthic feature	marine sediment	ENVO_01000024	ENVO_01000105	ENVO_03000033	biolink:OntologyClass	Marine sediment	marine sediment	ENVO_03000033	ENVO:03000033
Gb0180880	freshwater lake biome	freshwater lake	lake water	ENVO_01000252	ENVO_00000021	ENVO_04000007	biolink:OntologyClass	lake water	lake water	ENVO_04000007	ENVO:04000007
Gb0180881	freshwater lake biome	freshwater lake	lake water	ENVO_01000252	ENVO_00000021	ENVO_04000007	biolink:OntologyClass	lake water	lake water	ENVO_04000007	ENVO:04000007
Gb0179899	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0179899	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	biolink:OntologyClass	seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0179906	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0179906	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	biolink:OntologyClass	seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0179536	marine biome	island	sea water	ENVO_00000447	ENVO_00000098	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0179536	marine biome	island	sea water	ENVO_00000447	ENVO_00000098	ENVO_00002149	biolink:OntologyClass	Sea water	sea water	ENVO_00002149	ENVO:00002149
Gb0179597	tundra biome	tundra	permafrost	ENVO_01000180	ENVO_00000112	ENVO_00000134	biolink:OntologyClass	permafrost	permafrost	ENVO_00000134	ENVO:00000134_SYNONYM
Gb0179597	tundra biome	tundra	permafrost	ENVO_01000180	ENVO_00000112	ENVO_00000134	biolink:OntologyClass	permafrost	permafrost	ENVO_00000134	ENVO:00000134
Gb0179602	tundra biome	tundra	permafrost	ENVO_01000180	ENVO_00000112	ENVO_00000134	biolink:OntologyClass	permafrost	permafrost	ENVO_00000134	ENVO:00000134_SYNONYM
Gb0179602	tundra biome	tundra	permafrost	ENVO_01000180	ENVO_00000112	ENVO_00000134	biolink:OntologyClass	permafrost	permafrost	ENVO_00000134	ENVO:00000134
Gb0179619	terrestrial biome	dairy	soil	ENVO_00000446	ENVO_00003862	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0179625	terrestrial biome	dairy	soil	ENVO_00000446	ENVO_00003862	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0179600	tundra biome	tundra	permafrost	ENVO_01000180	ENVO_00000112	ENVO_00000134	biolink:OntologyClass	permafrost	permafrost	ENVO_00000134	ENVO:00000134_SYNONYM
Gb0179600	tundra biome	tundra	permafrost	ENVO_01000180	ENVO_00000112	ENVO_00000134	biolink:OntologyClass	permafrost	permafrost	ENVO_00000134	ENVO:00000134
Gb0179601	tundra biome	tundra	permafrost	ENVO_01000180	ENVO_00000112	ENVO_00000134	biolink:OntologyClass	permafrost	permafrost	ENVO_00000134	ENVO:00000134_SYNONYM
Gb0179601	tundra biome	tundra	permafrost	ENVO_01000180	ENVO_00000112	ENVO_00000134	biolink:OntologyClass	permafrost	permafrost	ENVO_00000134	ENVO:00000134
Gb0179621	terrestrial biome	dairy	soil	ENVO_00000446	ENVO_00003862	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0181654	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181655	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181656	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181657	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181658	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181659	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181676	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181691	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181692	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181693	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181703	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181713	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181720	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181723	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181725	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181739	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0181741	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0182017	marine biome		biofilm	ENVO_00000447		ENVO_00002034	biolink:OntologyClass	biofilm	biofilm	ENVO_00002034	ENVO:00002034
Gb0182031	freshwater lake biome	freshwater lake	lake water	ENVO_01000252	ENVO_00000021	ENVO_04000007	biolink:OntologyClass	lake water	lake water	ENVO_04000007	ENVO:04000007
Gb0182034	freshwater lake biome	freshwater lake	lake water	ENVO_01000252	ENVO_00000021	ENVO_04000007	biolink:OntologyClass	lake water	lake water	ENVO_04000007	ENVO:04000007
Gb0182041	freshwater lake biome	freshwater lake	lake water	ENVO_01000252	ENVO_00000021	ENVO_04000007	biolink:OntologyClass	lake water	lake water	ENVO_04000007	ENVO:04000007
Gb0182043	freshwater lake biome	freshwater lake	lake water	ENVO_01000252	ENVO_00000021	ENVO_04000007	biolink:OntologyClass	lake water	lake water	ENVO_04000007	ENVO:04000007
Gb0182044	freshwater lake biome	freshwater lake	lake water	ENVO_01000252	ENVO_00000021	ENVO_04000007	biolink:OntologyClass	lake water	lake water	ENVO_04000007	ENVO:04000007
Gb0182045	freshwater lake biome	freshwater lake	lake water	ENVO_01000252	ENVO_00000021	ENVO_04000007	biolink:OntologyClass	lake water	lake water	ENVO_04000007	ENVO:04000007
Gb0182059	terrestrial biome	land	soil	ENVO_00000446	ENVO_01001785	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0182059	terrestrial biome	land	soil	ENVO_00000446	ENVO_01001785	ENVO_00001998	biolink:OntologyClass	soil	soil	ENVO_00001998	ENVO:00001998
Gb0182064	terrestrial biome	land	soil	ENVO_00000446	ENVO_01001785	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0182064	terrestrial biome	land	soil	ENVO_00000446	ENVO_01001785	ENVO_00001998	biolink:OntologyClass	soil	soil	ENVO_00001998	ENVO:00001998
Gb0182069	aquatic biome	lake	saline water	ENVO_00002030	ENVO_00000020	ENVO_00002010	biolink:OntologyClass	Saline water	saline water	ENVO_00002010	ENVO:00002010
Gb0182049	terrestrial biome	land	soil	ENVO_00000446	ENVO_01001785	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0182049	terrestrial biome	land	soil	ENVO_00000446	ENVO_01001785	ENVO_00001998	biolink:OntologyClass	soil	soil	ENVO_00001998	ENVO:00001998
Gb0182053	terrestrial biome	land	soil	ENVO_00000446	ENVO_01001785	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0182053	terrestrial biome	land	soil	ENVO_00000446	ENVO_01001785	ENVO_00001998	biolink:OntologyClass	soil	soil	ENVO_00001998	ENVO:00001998
Gb0182055	terrestrial biome	land	soil	ENVO_00000446	ENVO_01001785	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
